Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-07-16,Once a Thief,1991,https://boxd.it/6SVaZh,,,,2024-07-15
2024-07-16,The Age of Innocence,1993,https://boxd.it/6Tf1Gl,3,,,2024-07-16
2024-07-17,The Tale of Zatoichi Continues,1962,https://boxd.it/6Tv53p,4,,,2024-07-16
2024-07-17,Destiny's Son,1962,https://boxd.it/6TzER3,4.5,,,2024-07-16
2024-07-17,Getting Any?,1994,https://boxd.it/6TGplv,3.5,,,2024-07-17
2024-07-18,Face/Off,1997,https://boxd.it/6TRqEZ,3,,,2024-07-17
2024-07-18,Adrift in Tokyo,2007,https://boxd.it/6TVEDp,4,,,2024-07-17
2024-07-19,A Boy and His Samurai,2010,https://boxd.it/6UbqeH,3.5,,,2024-07-18
2024-07-20,Beyond Outrage,2012,https://boxd.it/6UFitz,3,,,2024-07-19
2024-07-20,Annie Hall,1977,https://boxd.it/6UUHwX,3,,,2024-07-20
2024-07-21,Sword Devil,1965,https://boxd.it/6VqaaD,3,,,2024-07-21
2024-07-22,After the Rain,1999,https://boxd.it/6VRc97,4,,,2024-07-21
2024-07-23,Kamome Diner,2006,https://boxd.it/6WeDJx,2,,,2024-07-22
2024-07-24,Godzilla Minus One,2023,https://boxd.it/6WGS0j,2.5,,,2024-07-23
2024-07-25,A Woman Called Sada Abe,1975,https://boxd.it/6XhfuD,4,,,2024-07-24
2024-07-26,Lady Battle Cop,1990,https://boxd.it/6Xu4ev,2,,,2024-07-25
2024-08-22,Trap,2024,https://boxd.it/79IjHD,3.5,,,2024-08-21
2024-08-26,Longlegs,2024,https://boxd.it/7boxMF,2,,,2024-08-25
2024-08-27,Cherry Falls,2000,https://boxd.it/7c8En5,3,,,2024-08-26
2024-08-29,Four Weddings and a Funeral,1994,https://boxd.it/7cWAID,3,,,2024-08-28
2024-08-30,Vampire Hunter D,1985,https://boxd.it/7dpvtV,4,,,2024-08-28
2024-08-29,The Thing,1982,https://boxd.it/7cZDSx,4.5,,,2024-08-29
2024-08-30,Switching – Goodbye Me,2007,https://boxd.it/7douyt,4.5,,,2024-08-29
2024-08-30,Vampire Hunter D: Bloodlust,2000,https://boxd.it/7dpw7L,3.5,,,2024-08-30
2024-08-30,"His Motorbike, Her Island",1986,https://boxd.it/7drKqL,5,,,2024-08-30
2024-09-03,May,2002,https://boxd.it/7fmPF5,3,,,2024-09-02
2024-09-04,27 Dresses,2008,https://boxd.it/7fIzmZ,2,,,2024-09-02
2024-09-05,Achilles and the Tortoise,2008,https://boxd.it/7gcgpF,3,,,2024-09-04
2024-09-09,Laura,1944,https://boxd.it/7hR2RL,3.5,,,2024-09-08
2024-09-09,My Sassy Girl,2001,https://boxd.it/7i0SWV,4.5,,,2024-09-08
2024-09-12,Revolution in Toyland,1947,https://boxd.it/7joKK5,5,,,2024-09-12
