name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
Marvel’s Spider-Man Remastered,"95,709","4,119","99,828",94.44%,remaster,1605139200,"['PC (Microsoft Windows)', 'PlayStation 5']","[""Hack and slash/Beat 'em up"", 'Adventure']",7.8,12.0,8.6,157,['Insomniac Engine v.4.0'],['Single player'],['Third person']
SIGNALIS,"20,184",671,"20,855",94.44%,main_game,1666828800,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie']",8.5,7.0,8.1,99,['Unity'],['Single player'],"['First person', 'Bird view / Isometric']"
Fear & Hunger 2: Termina,"8,587",220,"8,807",94.42%,main_game,1670544000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",n/a,n/a,8.3,15,['RPG Maker MV'],['Single player'],['Bird view / Isometric']
买个可乐饼吧！ - Buy a Croquette!,"2,350",20,"2,370",94.42%,main_game,"1714215988 ",['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Role-playing (RPG)]",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
"LEGO® Star Wars™: The Complete Saga ","22,047",756,"22,803",94.41%,main_game,"1258067760 ","['PC (Microsoft Windows)', 'Nintendo DS', 'PlayStation 3', 'Wii', 'Xbox 360', 'Mac', 'iOS', 'Android']",['Adventure'],8.5,2,8.2,334,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
The Test: Final Revelation,"5,174",103,"5,277",94.41%,main_game,1602460800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
Cafe Stella,"4,356",77,"4,433",94.41%,main_game,1576800000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
"Batman: Arkham City GOTY ","61,343","2,527","63,870","63,870",main_game,"1347030480 ","['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Wii U', 'Mac', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Action', 'Adventure']",9.1,13,8.7,2000,['Unreal Engine 3'],['Single player'],['Third person']
Dorfromantik,"25,538",909,"26,447",94.39%,main_game,1616630400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",n/a,n/a,7.9,45,['Unity'],['Single player'],['Bird view / Isometric']
海沙风云 Far Away,"6,426",146,"6,572",94.39%,main_game,1629158400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Text']
Alba: A Wildlife Adventure,"5,839",126,"5,965",94.39%,main_game,1607644800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Adventure', 'Indie']",8.2,3.0,8.0,31,['Unity'],['Single player'],"['First person', 'Third person']"
Summer Clover,"3,832",62,"3,894",94.39%,main_game,1719360000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Cube Escape: Paradox,"9,459",256,"9,715",94.38%,main_game,1537401600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,6.4,37,['Adobe AIR'],['Single player'],"['First person', 'Side view']"
Post Void,"9,991",277,"10,268",94.37%,main_game,1596672000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",8.5,1.0,8.2,20,['GameMaker: Studio'],['Single player'],['First person']
planetarian HD,"2,726",31,"2,757",94.37%,remaster,1469750400,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Visual Novel']",n/a,n/a,7.0,1,['Real Live'],['Single player'],"['First person', 'Text']"
NEKOPARA Vol. 2,"12,130",361,"12,491",94.36%,main_game,1455840000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,6.8,19,['KiriKiri'],['Single player'],['Text']
Bloody Hell,"5,114",104,"5,218",94.36%,main_game,1674777600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
乡村狂想曲,"14,711",465,"15,176",94.35%,main_game,1665014400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
The Walking Dead: Season Two,"29,253","1,088","30,341",94.34%,main_game,1387238400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'iOS', 'Mac', 'Ouya']","['Point-and-click', 'Puzzle', 'Adventure']",8.1,5.0,8.0,734,['Telltale Tool'],['Single player'],['Third person']
The Coffin of Andy and Leyley,"22,491",792,"23,283",94.34%,main_game,1697155200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Visual Novel']",n/a,n/a,8.1,8,['Rpgmaker'],['Single player'],"['Bird view / Isometric', 'Text']"
Half-Life 2: VR Mod,"6,009",135,"6,144",94.34%,mod,1663286400,['SteamVR'],"['Shooter', 'Adventure']",n/a,n/a,n/a,n/a,['Source'],['Single player'],['Virtual Reality']
"巫兎 - KANNAGI USAGI - ","5,708",125,"5,833",94.34%,main_game,"1698961473 ",['PC (Microsoft Windows)'],,n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Crow Country,"3,359",50,"3,409",94.34%,main_game,1715212800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Puzzle', 'Adventure', 'Indie']",7.9,4.0,8.6,7,['Unity'],['Single player'],['Bird view / Isometric']
Age of Empires II (2013),"95,956","4,245","100,201",94.33%,remaster,1365465600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']",5.0,1.0,8.4,193,['Genie Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Stacklands,"23,557",847,"24,404",94.31%,main_game,1649376000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie', 'Card & Board Game']",n/a,n/a,7.9,24,['Unity'],['Single player'],['Bird view / Isometric']
The Upturned,"2,077",16,"2,093",94.31%,main_game,1647993600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Third person']
Thronefall,"14,582",468,"15,050",94.30%,main_game,1690934400,['PC (Microsoft Windows)'],"['Fighting', 'Strategy', 'Tactical', 'Indie', 'Arcade']",n/a,n/a,7.8,14,['Unity'],['Single player'],['Bird view / Isometric']
Psychopomp,"4,183",77,"4,260",94.30%,main_game,1706572800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Godot Engine'],['Single player'],['First person']
Aokana - EXTRA2,"1,548",4,"1,552",94.30%,main_game,1653609600,['PC (Microsoft Windows)'],"['Sport', 'Adventure', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Sekiro™: Shadows Die Twice,"286,145","14,075","300,220",94.29%,main_game,1553212800,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One']",['Adventure'],9.0,17.0,9.1,935,['Proprietary Engine'],['Single player'],['Third person']
NEKOPARA Vol. 4,"8,230",219,"8,449",94.29%,main_game,1606348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.0,5,['KiriKiri'],['Single player'],['Text']
Peggle Deluxe,"8,887",245,"9,132",94.28%,main_game,1173139200,"['PC (Microsoft Windows)', 'Mac']",['Casual'],n/a,n/a,7.8,26,['SexyApp Framework'],['Single player'],['Side view']
Dying Light,"409,692","20,754","430,446",94.27%,main_game,1422230400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Shooter', 'Role-playing (RPG)', 'Adventure']",7.2,20.0,8.1,809,['Chrome Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
DOOM,"185,890","8,893","194,783",94.27%,remaster,1564099200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']",['Shooter'],n/a,n/a,9.1,27,['id Tech 6'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Tiny Bunny,"17,999",616,"18,615",94.27%,main_game,1618531200,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.5,9,n/a,['Single player'],"['Side view', 'Text']"
BAD END THEATER,"7,243",185,"7,428",94.26%,main_game,1635206400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,9.5,20,n/a,['Single player'],"['Third person', 'Text']"
Your Only Move Is HUSTLE,"24,389",899,"25,288",94.25%,main_game,1675382400,"['PC (Microsoft Windows)', 'Linux']","['Fighting', 'Simulator', 'Strategy', 'Indie']",n/a,n/a,8.9,5,['Godot'],"['Single player', 'Multiplayer']",['Side view']
The Test: Hypothesis Rising,"5,665",129,"5,794",94.25%,main_game,1587945600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
Aokana - Four Rhythms Across the Blue,"5,160",112,"5,272",94.25%,main_game,1456358400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",7.0,2.0,7.7,7,['BGI/Ethornell'],['Single player'],['Text']
The Walking Dead: The Telltale Definitive Series,"22,041",797,"22,838",94.24%,bundle,1568073600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Point-and-click', 'Adventure']",7.5,3.0,8.3,35,['Telltale Tool'],['Single player'],['Third person']
Samsara Room,"8,380",229,"8,609",94.24%,main_game,1378339200,['Web browser'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['First person']
Kindergarten 2,"4,434",88,"4,522",94.24%,main_game,1425945600,['PC (Microsoft Windows)'],"['Puzzle', 'Strategy']",n/a,n/a,7.8,6,n/a,['Single player'],['Side view']
Resident Evil Village,"106,413","4,895","111,308",94.22%,bundle,1620345600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']",['Adventure'],8.7,16,8.4,319,['RE Engine'],['Single player'],['First person']
Handshakes,"2,375",26,"2,401",94.22%,main_game,1655596800,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Puzzle', 'Indie']",n/a,n/a,7.9,9,n/a,"['Single player', 'Co-operative']",['Side view']
Unheard,"29,184","1,127","30,311",94.21%,main_game,1553817600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Indie']",6.5,1.0,7.1,15,['Unity'],['Single player'],"['Bird view / Isometric', 'Auditory']"
Bopl Battle,"12,291",388,"12,679",94.21%,main_game,1700092800,['PC (Microsoft Windows)'],['Strategy'],n/a,n/a,n/a,n/a,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
NEKOPARA Vol. 3,"11,474",354,"11,828",94.21%,main_game,1495670400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",8.5,2.0,6.7,22,['CatSystem2'],['Single player'],['Text']
Marco & The Galaxy Dragon,"6,497",162,"6,659",94.21%,main_game,1582848000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Simulator', 'Adventure', 'Visual Novel']",n/a,n/a,8.0,4,n/a,['Single player'],['Text']
Fallen Aces,"4,382",88,"4,470",94.21%,main_game,1718323200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['First person']
"Titanfall® 2 ","224,404","11,078","235,482",94.20%,main_game,"1592501580 ","['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']",,8.9,29,8.3,676,['Source'],"['Single player', 'Multiplayer']",['First person']
Enter the Gungeon,"77,683","3,491","81,174",94.18%,main_game,1459814400,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Adventure', 'Indie', 'Arcade']",8.2,16,7.7,281,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
The Planet Crafter,"39,981","1,644","41,625",94.18%,dlc_addon,1728432000,['PC (Microsoft Windows)'],['Adventure'],n/a,n/a,n/a,n/a,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Milo and the Magpies,"2,864",41,"2,905",94.18%,main_game,1630972800,"['PC (Microsoft Windows)', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",n/a,n/a,6.0,6,n/a,['Single player'],['Side view']
Monster Prom 3: Monster Roadtrip,"2,828",40,"2,868",94.18%,main_game,1666310400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.8,6,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Text']
Danganronpa 2: Goodbye Despair,"24,234",914,"25,148",94.17%,main_game,1343260800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation Portable', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Adventure', 'Visual Novel']",8.5,10.0,8.3,223,['Unity'],['Single player'],"['First person', 'Third person']"
Saints Row: The Third,"65,195","2,892","68,087",94.15%,main_game,1321315200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Nintendo Switch']","['Shooter', 'Racing', 'Adventure']",8.5,13.0,7.8,619,['Havok'],"['Single player', 'Multiplayer', 'Co-operative']","['Third person', 'Side view']"
Shadow Tactics: Blades of the Shogun,"34,842","1,415","36,257",94.14%,main_game,1480982400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",8.7,13.0,8.5,159,['Unity'],['Single player'],['Bird view / Isometric']
BABBDI,"5,147",118,"5,265",94.14%,main_game,1671667200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",n/a,n/a,7.9,16,['Unity'],['Single player'],['First person']
Teardown,"92,114","4,274","96,388",94.13%,main_game,1650499200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",8.3,3.0,7.9,32,n/a,['Single player'],"['First person', 'Third person']"
WITCH ON THE HOLY NIGHT,"3,469",62,"3,531",94.12%,remaster,1670371200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Adventure', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Outer Wilds,"69,017","3,111","72,128",94.11%,main_game,1559001600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",8.5,7.0,9.1,527,['Unity'],['Single player'],['First person']
Supreme Commander: Forged Alliance,"12,524",412,"12,936",94.11%,standalone_expansion,1194307200,"['PC (Microsoft Windows)', 'Linux']","['Real Time Strategy (RTS)', 'Strategy']",75.0,3.0,7.8,39,n/a,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Universe Sandbox,"24,020",923,"24,943",94.10%,main_game,1440374400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie']",n/a,n/a,8.2,26,n/a,['Single player'],['Virtual Reality']
Beat Saber,"70,044","3,182","73,226",94.09%,main_game,1558396800,"['SteamVR', 'Oculus VR', 'Oculus Quest', 'Oculus Rift', 'Windows Mixed Reality', 'Meta Quest 2', 'PlayStation VR', 'PlayStation VR2', 'Meta Quest 3']","['Music', 'Sport', 'Indie']",8.5,4.0,8.4,125,['Unity'],"['Single player', 'Multiplayer']","['First person', 'Auditory', 'Virtual Reality']"
"Your Turn To Die -Death Game By Majority- ","1,985",19,"2,004",94.08%,main_game,1503878400,"['PC (Microsoft Windows)', 'Web browser']","['Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['RPG Maker MV'],['Single player'],['Text']
Smushi Come Home,"1,872",16,"1,888",94.08%,main_game,1686355200,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,7.8,6,['Unity'],['Single player'],['Third person']
DOOM + DOOM II,"21,047",794,"21,841",94.07%,bundle,1723075200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Arcade']",n/a,n/a,n/a,n/a,['KEX'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['First person']
Scarlet Hollow,"2,288",28,"2,316",94.06%,main_game,1623369600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Indie', 'Visual Novel']",n/a,n/a,8.1,5,['renpy'],['Single player'],['First person']
Felvidek,"2,147",24,"2,171",94.06%,main_game,1711670400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",n/a,n/a,n/a,n/a,['RPG Maker'],['Single player'],"['First person', 'Bird view / Isometric', 'Text']"
SOMA,"39,541","1,678","41,219",94.05%,main_game,1442793600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Puzzle', 'Adventure', 'Indie']",8.1,17.0,8.3,538,['HPL Engine'],['Single player'],['First person']
Ghost Trick: Phantom Detective,"4,672",106,"4,778",94.05%,remaster,1688083200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Puzzle', 'Adventure']",5.0,9,9.0,89,['RE Engine'],['Single player'],['Side view']
HuniePop,"29,266","1,190","30,456",94.03%,main_game,1421625600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Visual Novel']",8.3,3,7.8,123,['Unity'],['Single player'],"['First person', 'Text']"
Desperados III,"13,281",456,"13,737",94.03%,main_game,1592265600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical']",8.6,11.0,8.6,82,['Unity'],['Single player'],['Bird view / Isometric']
Ultimate Chicken Horse,"42,684","1,856","44,540",94.01%,main_game,1457049600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",7.9,5.0,7.8,85,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Side view']
Find Love or Die Trying,"11,516",382,"11,898",94.01%,main_game,1631750400,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Visual Novel']",n/a,n/a,7.1,10,['Unity'],['Single player'],['Text']
Baldi's Basics Plus,"5,646",144,"5,790",94.01%,main_game,1591833600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Strategy', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['First person']
Dialtown: Phone Dating Sim,"1,691",13,"1,704",94.00%,main_game,1644796800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],"['Side view', 'Text']"
Vampires' Melody,"4,876",117,"4,993",93.99%,main_game,1601596800,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Class of '09: The Re-Up,"3,286",61,"3,347",93.99%,main_game,1685577600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Yakuza 0,"66,029","3,058","69,087",93.98%,main_game,1426118400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Simulator', ""Hack and slash/Beat 'em up"", 'Adventure']",8.6,22.0,8.7,404,['Proprietary Engine'],"['Single player', 'Multiplayer']",['Third person']
Opus Magnum,"5,594",144,"5,738",93.98%,main_game,1512604800,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Adventure', 'Indie']",9.2,5,8.6,31,['Unity'],['Single player'],['First person']
"异化之恶〇Abnormal Treatment ","3,748",77,"3,825",93.98%,main_game,"1564755999 ",['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Role-playing (RPG)']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
"DoronkoWanko ","2,991",52,"3,043",93.97%,main_game,"1711445790 ",['PC (Microsoft Windows)'],,n/a,n/a,n/a,n/a,n/a,['Single player'],['First person']
Danganronpa: Trigger Happy Havoc,"27,255","1,117","28,372",93.96%,main_game,1290643200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation Portable', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Adventure', 'Visual Novel']",8.2,11.0,8.2,300,['Unity'],['Single player'],"['First person', 'Third person']"
Sucker for Love,"2,539",38,"2,577",93.96%,main_game,1639526400,['PC (Microsoft Windows)'],"['Point-and-click', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['GameMaker'],['Single player'],['Text']
Quake,"13,323",470,"13,793",93.95%,mod,1560729600,['PC (Microsoft Windows)'],['Shooter'],9.5,1,8.2,28,['Quake Engine'],"['Single player', 'Co-operative']",['First person']
Zup! F,"8,000",242,"8,242",93.95%,main_game,1576022400,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,8.0,1,n/a,['Single player'],['Side view']
Dungeon Munchies,"6,419",178,"6,597",93.95%,main_game,1559779200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Android', 'iOS', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",4.6,1.0,7.0,4,['Unity'],['Single player'],['Side view']
Black Mesa,"111,927","5,533","117,460",93.94%,remake,1583452800,"['PC (Microsoft Windows)', 'Linux']","['Shooter', 'Platform', 'Adventure', 'Indie']",8.8,3.0,8.8,442,['Source'],"['Single player', 'Multiplayer']",['First person']
FTL: Faster Than Light,"69,273","3,256","72,529",93.94%,main_game,1347580800,"['PC (Microsoft Windows)', 'Linux', 'iOS', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",8.0,6.0,8.3,378,['Proprietary Engine'],['Single player'],['Bird view / Isometric']
Hook,"8,563",267,"8,830",93.93%,main_game,1421798400,"['PC (Microsoft Windows)', 'Windows Phone', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Indie']",n/a,n/a,7.1,20,n/a,['Single player'],['Side view']
Alpaca Stacka,"5,421",141,"5,562",93.93%,main_game,1627516800,"['PC (Microsoft Windows)', 'Mac']","['Platform', 'Adventure', 'Indie']",n/a,n/a,6.5,6,['Unity'],['Single player'],['Third person']
A Space for the Unbound,"4,933",122,"5,055",93.93%,main_game,1674086400,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",n/a,n/a,8.2,20,n/a,['Single player'],['Side view']
Minami Lane,"3,419",68,"3,487",93.93%,main_game,1709078400,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",n/a,n/a,n/a,n/a,['Unity3D'],['Single player'],['Bird view / Isometric']
Star Fetchers,"6,749",194,"6,943",93.91%,main_game,1579219200,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,7.9,9,n/a,['Single player'],['Side view']
Portal Reloaded,"19,529",763,"20,292",93.90%,mod,1618790400,['PC (Microsoft Windows)'],['Puzzle'],n/a,n/a,8.9,28,['Source'],['Single player'],['First person']
Tiny Rogues,"8,353",261,"8,614",93.90%,main_game,1663891200,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",n/a,n/a,9.1,6,['Unity 3d'],['Single player'],['Bird view / Isometric']
Minishoot' Adventures,"3,472",71,"3,543",93.90%,main_game,1712016000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",9.5,2,9.0,5,n/a,['Single player'],['Bird view / Isometric']
Kenshi,"84,262","4,101","88,363",93.89%,main_game,1544054400,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",8.4,1.0,8.4,54,['OGRE'],['Single player'],"['Third person', 'Bird view / Isometric']"
ENDER MAGNOLIA: Bloom in the Mist,"3,951",88,"4,039",93.89%,main_game,1711324800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Portal Stories: Mel,"21,156",845,"22,001",93.88%,mod,1437782400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Strategy', 'Adventure']",n/a,n/a,8.5,45,['Source'],['Single player'],['First person']
DREDGE,"33,734","1,467","35,201",93.87%,main_game,1680134400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure']",8.6,7.0,7.9,102,['Unity'],['Single player'],['Bird view / Isometric']
Cats Organized Neatly,"4,006",91,"4,097",93.87%,main_game,1602460800,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Indie', 'Card & Board Game']",n/a,n/a,6.3,5,n/a,['Single player'],['Side view']
The Elder Scrolls V: Skyrim,"300,001","16,290","316,291",93.86%,main_game,1320883200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']",8.0,13.0,8.8,3000,['Creation Engine'],['Single player'],"['First person', 'Third person']"
