name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
Finding Paradise,"17,446",384,"17,830",95.33%,main_game,1513209600,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",9.3,2.0,8.0,68,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
The Witcher 3: Wild Hunt,"767,446","31,333","798,779",95.31%,bundle,1540512000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Adventure']",9.2,26,9.4,4000,['REDengine 3'],['Single player'],['Third person']
Doki Doki Literature Club,"195,628","7,126","202,754",95.31%,expanded_game,1625011200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",8.3,2.0,8.3,90,['Unity'],['Single player'],['Text']
Hi-Fi RUSH,"31,011",828,"31,839",95.31%,main_game,1674604800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Music', 'Platform', ""Hack and slash/Beat 'em up"", 'Adventure']",8.6,11.0,8.6,112,['Unreal Engine 4'],['Single player'],['Third person']
The Room Two,"18,454",420,"18,874",95.31%,main_game,1386806400,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Indie']",8.1,5.0,7.8,111,['Unity'],['Single player'],['First person']
Don't Starve,"104,170","3,537","107,707",95.29%,main_game,1366675200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie']","7,9",8,7.6,334,['Proprietary Engine'],['Single player'],['Bird view / Isometric']
SANABI,"29,047",769,"29,816",95.29%,main_game,1699488000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie']",9.5,2.0,8.0,12,['Unity'],['Single player'],['Side view']
Sabbat of the Witch,"6,302",78,"6,380",95.29%,main_game,"1689933583 ",['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Simulation', 'Visual Novel']",n/a,n/a,4.0,4,n/a,['Single player'],['Text']
Ori and the Will of the Wisps,"126,264","4,443","130,707",95.26%,main_game,1583798400,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",9.1,16.0,8.7,448,['Unity'],['Single player'],['Side view']
POSTAL 2,"101,398","3,459","104,857",95.26%,main_game,1050278400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Adventure', 'Indie']",5.9,4.0,7.2,230,['Unreal Engine 2'],['Single player'],['First person']
Ravenfield,"67,368","2,160","69,528",95.26%,main_game,1495065600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Indie']",n/a,n/a,7.1,10,['Unity'],['Single player'],['First person']
Broforce,"55,828","1,738","57,566",95.25%,main_game,1444867200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Indie', 'Arcade']",72.0,10.0,7.6,316,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Dishonored RHCP,"13,313",275,"13,588",95.24%,main_game,"1349977200 ","['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']",,9.0,15,8.5,1000,['Unreal Engine 3'],['Single player'],['First person']
Wobbledogs,"10,465",193,"10,658",95.23%,main_game,1611792000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Simulator', 'Indie']",2.5,2.0,n/a,n/a,n/a,['Single player'],['Third person']
Persona 5 Royal,"79,278","2,646","81,924",95.22%,main_game,1585612800,"['PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure']",9.4,13,9.5,500,['Proprietary Engine'],['Single player'],['Third person']
Iron Snout,"16,902",390,"17,292",95.21%,main_game,1451606400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Fighting', 'Indie', 'Arcade']",n/a,n/a,4.9,18,n/a,['Single player'],['Side view']
Before Your Eyes,"14,495",315,"14,810",95.21%,main_game,692496000,"['PC (Microsoft Windows)', 'PC-9800 Series', 'DOS', 'FM Towns', 'Amiga', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)']",8.6,6,8.4,49,['Unity'],['Single player'],['First person']
20 Small Mazes,"5,742",70,"5,812",95.20%,main_game,1708041600,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",n/a,n/a,7.0,9,['Godot Engine'],['Single player'],['Text']
A Castle Full of Cats,"3,604",22,"3,626",95.20%,main_game,1667952000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",n/a,n/a,8.8,6,['Godot'],['Single player'],['Side view']
Half-Life,"128,889","4,653","133,542",95.18%,mod,1545696000,['PC (Microsoft Windows)'],['Shooter'],8.0,1,8.9,2000,['Source'],['Single player'],['First person']
Just Shapes & Beats,"19,769",489,"20,258",95.18%,main_game,1527724800,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",8.5,2,8.2,21,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
INSIDE,"60,440","1,959","62,399",95.17%,main_game,1598400000,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",9.2,41,8.6,1000,['Unity'],['Single player'],['Text']
The Case of the Golden Idol,"6,942",103,"7,045",95.17%,main_game,1665619200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.9,3,9.0,39,['Godot'],['Single player'],['Side view']
Paper Lily - Chapter 1,"4,251",37,"4,288",95.17%,main_game,1706227200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,8.8,6,"['RPG Maker', 'Godot']",['Single player'],['Bird view / Isometric']
Cookie Clicker,"67,831","2,250","70,081",95.16%,port,1395360000,"['PC (Microsoft Windows)', 'Android', 'Web browser']",['Point-and-click'],8.5,1,7.1,58,n/a,['Single player'],['Text']
Half-Life 2: Episode Two,"40,318","1,218","41,536",95.15%,standalone_expansion,1191888000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']","['Shooter', 'Puzzle']",7.0,2.0,8.8,1000,['Source'],['Single player'],['First person']
星空列车与白的旅行,"4,284",39,"4,323",95.15%,main_game,1620950400,['PC (Microsoft Windows)'],['Adventure'],n/a,n/a,n/a,n/a,n/a,,['Text']
Juice Galaxy,"5,903",79,"5,982",95.13%,main_game,1584921600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Blender Game Engine'],['Single player'],['Third person']
An Arcade Full of Cats,"6,030",83,"6,113",95.12%,main_game,1700092800,"['PC (Microsoft Windows)', 'Linux']","['Puzzle', 'Indie']",n/a,n/a,8.2,10,['Godot'],['Single player'],"['Bird view / Isometric', 'Side view']"
Phasmophobia,"682,051","29,094","711,145",95.11%,main_game,1600387200,"['PC (Microsoft Windows)', 'SteamVR', 'Oculus Rift', 'Windows Mixed Reality', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation VR2']","['Puzzle', 'Tactical', 'Indie']",n/a,n/a,6.7,118,['Unity 2019'],"['Single player', 'Multiplayer', 'Co-operative']","['First person', 'Auditory', 'Virtual Reality']"
Stronghold Crusader HD,"18,000",445,"18,445",95.11%,remaster,1382313600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",n/a,n/a,8.2,19,n/a,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Cuphead,"163,922","6,255","170,177",95.09%,main_game,1506643200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",8.7,21,8.5,706,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view / Isometric', 'Side view']"
Gorogoa,"16,353",395,"16,748",95.09%,main_game,1513123200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.2,12.0,8.0,143,['Unity'],['Single player'],['Side view']
Outlast,"114,638","4,212","118,850",95.08%,main_game,1378252800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie']",7.7,13,7.7,548,['Unreal Engine 3'],['Single player'],['First person']
DUSK,"21,762",579,"22,341",95.08%,main_game,1645660800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",9.0,5,8.3,73,['Unity'],['Single player'],['Third person']
Counter-Strike: Source,"168,403","6,484","174,887",95.07%,remake,1099267200,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Shooter'],9.0,3.0,7.9,462,['Source'],['Multiplayer'],['First person']
shapez 2,"7,291",120,"7,411",95.07%,main_game,1723680000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",9.0,1.0,n/a,n/a,['Unity'],['Single player'],['Bird view / Isometric']
A Date with Death,"6,885",109,"6,994",95.07%,main_game,1701907200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",n/a,n/a,8.4,5,,['Single player'],['Text']
Patrick's Parabox,"3,588",27,"3,615",95.07%,main_game,1648512000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Strategy', 'Adventure', 'Indie', 'Arcade']",n/a,n/a,8.7,6,['Unity'],['Single player'],['Bird view / Isometric']
"Please, Touch The Artwork 2","3,301",21,"3,322",95.07%,main_game,1708300800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,6.7,6,['Unity3D'],['Single player'],['Side view']
Lil Gator Game,"4,237",42,"4,279",95.06%,main_game,1670976000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie']",7.0,1.0,7.3,15,['Unity'],['Single player'],['Third person']
Keep Talking and Nobody Explodes,"13,703",316,"14,019",95.05%,main_game,1437004800,"['PC (Microsoft Windows)', 'SteamVR', 'Gear VR', 'Oculus Quest', 'Oculus Rift', 'Windows Mixed Reality', 'Daydream', 'Meta Quest 2', 'PlayStation VR', 'PlayStation 4']","['Puzzle', 'Simulator', 'Indie']",8.4,6.0,8.6,91,['Unity'],"['Multiplayer', 'Co-operative']","['First person', 'Virtual Reality']"
Kind Words,"8,655",161,"8,816",95.05%,main_game,1568246400,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],9.0,1,7.1,13,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Purrgatory,"4,172",41,"4,213",95.05%,main_game,1626998400,"['PC (Microsoft Windows)', 'Web browser']","['Point-and-click', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['Godot'],['Single player'],"['First person', 'Text']"
Blade & Sorcery,"51,501","1,697","53,198",95.04%,main_game,1554336000,"['SteamVR', 'Oculus VR', 'Oculus Rift']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",n/a,n/a,8.0,10,['Unity'],['Single player'],['First person']
STEINS;GATE,"17,103",433,"17,536",95.02%,main_game,1473379200,['PC (Microsoft Windows)'],['Adventure'],8.0,4,9.4,238,n/a,['Single player'],['Text']
Tomb Raider,"227,552","9,183","236,735",95.01%,main_game,1056067200,"['PC (Microsoft Windows)', 'PlayStation 2', 'Mac']","['Shooter', 'Adventure']",8.5,15,8.2,2000,['Foundation'],['Single player'],['Third person']
Tales of the Black Forest,"12,576",287,"12,863",95.00%,main_game,753753600,"['PC (Microsoft Windows)', 'Game Boy', 'Mega Duck/Cougar Boy']","['Adventure', 'Indie', 'Role-playing (RPG)']",n/a,n/a,7.0,2,n/a,['Single player'],['Bird view / Isometric']
Fallout: New Vegas,"208,866","8,442","217,308",94.97%,main_game,1287446400,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Shooter', 'Role-playing (RPG)']",8.2,13.0,8.7,1000,['Gamebryo'],['Single player'],"['First person', 'Third person']"
Sid Meier's Civilization V,"191,892","7,711","199,603",94.97%,main_game,1285027200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Turn-based strategy (TBS)']",8.7,8,8.5,1000,['Firaxis LORE'],"['Single player', 'Multiplayer']",['Bird view / Isometric']
Touhou Luna Nights,"13,196",314,"13,510",94.95%,main_game,1551052800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",8.8,1.0,7.4,46,n/a,['Single player'],['Side view']
CULTIC,"6,137",97,"6,234",94.95%,main_game,1665619200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",n/a,n/a,7.1,15,n/a,['Single player'],['First person']
Epic Battle Fantasy 5,"5,165",71,"5,236",94.95%,main_game,1543536000,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",n/a,n/a,8.0,4,n/a,['Single player'],"['Bird view / Isometric', 'Side view']"
Life is Strange™,"159,921","6,357","166,278",94.94%,main_game,1537920000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']",['Adventure'],7.9,10,8.3,1000,['Unreal Engine'],['Single player'],['Third person']
GRIS,"71,367","2,567","73,934",94.94%,main_game,1544659200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",8.1,14,8.0,415,['Unity'],['Single player'],['Side view']
The Murder of Sonic the Hedgehog,"21,121",590,"21,711",94.94%,main_game,1680220800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Simulator', 'Indie', 'Visual Novel']",n/a,n/a,7.6,43,['Unity 2021'],['Single player'],"['Bird view / Isometric', 'Text']"
The Textorcist: The Story of Ray Bibbia,"4,469",54,"4,523",94.93%,main_game,1610622302,"['PC (Microsoft Windows)', 'Mac']",,8.3,2,6.6,16,n/a,['Single player'],"['Bird view / Isometric', 'Text']"
I Wani Hug that Gator!,"3,205",24,"3,229",94.93%,main_game,1707868800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,"[""Ren'Py"", ""Ren'Py Visual Novel Engine""]",['Single player'],"['Side view', 'Text']"
Ib,"3,811",39,"3,850",94.91%,remake,1649635200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",9.0,1.0,7.5,7,"['RPG Maker 2000', RPG Maker MV']",['Single player'],['Bird view / Isometric']
A Building Full of Cats,"3,695",36,"3,731",94.91%,main_game,1657152000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",n/a,n/a,7.9,7,['Godot'],['Single player'],['Side view']
Webbed,"12,769",307,"13,076",94.90%,main_game,1631145600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",n /a,n/a,8.0,16,['GameMaker Studio 2'],['Single player'],['Side view']
东北之夏,"11,654",271,"11,925",94.90%,main_game,1673222400,['PC (Microsoft Windows)'],['Visual Novel'],n /a,n /a,n /a,n /a,n/a,['Single player'],['Text']
God of War,"137,047","5,455","142,502",94.88%,main_game,1524182400,"['PC (Microsoft Windows)', 'PlayStation 4']","['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",9.6,30,9.3,2000,['Proprietary Engine'],['Single player'],['Third person']
Trombone Champ,"9,010",189,"9,199",94.87%,main_game,1663200000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Music', 'Indie']",n/a,n/a,7.5,10,['Unity'],"['Single player', 'Multiplayer']",['Side view']
Tactical Breach Wizards,"5,463",84,"5,547",94.87%,main_game,1724284800,['PC (Microsoft Windows)'],"['Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']",8.3,3.0,n/a,n/a,['Unity'],['Single player'],['Bird view / Isometric']
Riddle Joker,"5,398",85,"5,483",94.82%,main_game,1522368000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Slay the Princess,"14,640",386,"15,026",94.81%,main_game,1698019200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.4,35,"[""Ren'Py Visual Novel Engine""]",['Single player'],['First person']
Virtual Cottage,"9,478",210,"9,688",94.81%,main_game,1602028800,"['PC (Microsoft Windows)', 'Mac']",['Indie'],n/a,n/a,n/a,n/a,n/a,['Single player'],"['Bird view / Isometric', 'Text']"
Cube Escape Collection,"6,087",106,"6,193",94.80%,bundle,1602633600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Adventure', 'Indie']",n/a,n/a,9.0,19,n/a,['Single player'],['First person']
The Hungry Lamb: Traveling in the Late Ming Dynasty,"36,399","1,221","37,620",94.79%,main_game,1713744000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Sally Face - Episode One,"19,585",569,"20,154",94.79%,main_game,"1481752506 ","['PC (Microsoft Windows)', 'Mac', 'Linux', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",,n/a,n/a,7.9,33,n/a,['Single player'],['Side view']
Gunpoint,"12,620",319,"12,939",94.79%,main_game,1370217600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",8.8,5.0,8.2,103,['GameMaker'],['Single player'],['Side view']
To the Moon,"74,228","2,822","77,050",94.77%,main_game,780537600,"['PC (Microsoft Windows)', 'macOS', 'Linux', 'Android', 'iOS', 'Nintendo Switch']","['Quiz/Trivia', 'Adventure']",8.3,8,8.1,404,['RPG Maker'],['Single player'],['Auditory']
山河旅探 Murders on the Yangtze River,"13,065",336,"13,401",94.77%,main_game,1706659200,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Text']
100 hidden frogs,"5,767",99,"5,866",94.77%,main_game,1636934400,['PC (Microsoft Windows)'],"['Point-and-click', 'Adventure', 'Indie']",n/a,n/a,7.3,11,n/a,['Single player'],['Text']
Castle Crashers,"113,583","4,570","118,153",94.76%,main_game,1219795200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Mac']","['Puzzle', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",7.9,4.0,7.8,280,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Don't Starve Together,"448,018","20,395","468,413",94.75%,standalone_expansion,1461196800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Adventure', 'Indie']",n/a,n/a,7.6,199,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
The Expendabros,"17,604",503,"18,107",94.75%,standalone_expansion,1407110400,"['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Platform', 'Adventure', 'Indie']",8.0,1.0,7.1,60,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Outcore,"13,030",339,"13,369",94.75%,main_game,1664150400,['PC (Microsoft Windows)'],"['Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.0,8,['Unity'],['Single player'],"['Side view', 'Text']"
Clone Drone in the Danger Zone,"28,763",936,"29,699",94.74%,main_game,1489622400,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Fighting', 'Shooter', 'Simulator', ""Hack and slash/Beat 'em up"", 'Indie']",n/a,n/a,7.3,12,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Lost in Play,"5,802",102,"5,904",94.74%,main_game,1660089600,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",9.0,1.0,7.3,17,['Unity'],['Single player'],['Side view']
